CustomerID,Name,Age,Gender,Region,SignupDate
CUST1187,Ruth Webb,20,Female,East,2023-04-17
CUST1188,Joshua Benitez,62,Male,South,2024-11-12
CUST1189,Ryan Tucker,36,Male,North,2024-01-07
CUST1190,John Gonzalez,41,Female,South,2024-08-06
CUST1191,Jeremy Vasquez,29,Female,South,2025-01-05
CUST1192,Mrs. Julie Stark,59,Male,West,2023-08-18
CUST1193,Sean Bright,33,Female,North,2025-01-26
CUST1194,Stacey Friedman,60,Male,East,2024-04-11
CUST1195,Charles Lloyd,18,Female,North,2023-05-26
CUST1196,Mark Boyd,43,Female,North,2024-04-02
CUST1197,Eric Campbell,42,Male,North,2022-09-15
CUST1198,Benjamin Garcia,44,Female,North,2023-06-14
CUST1199,Diane Cox,20,Female,South,2024-09-15
CUST1200,Amy Savage,64,Female,West,2024-06-04
CUST1201,John Baldwin,56,Male,West,2022-12-24
CUST1202,Jacob Olson,51,Male,West,2023-09-09
CUST1203,Andrew Myers,54,Male,East,2025-05-21
CUST1204,Mark Bennett,62,Female,West,2024-04-17
CUST1205,Rebekah Barron,37,Female,North,2024-01-22
CUST1206,Derrick Roberts,59,Female,South,2023-09-26
CUST1207,Jennifer Stewart,34,Male,South,2024-02-21
CUST1208,Eric Walters,21,Female,South,2024-02-19
CUST1209,Brandon Hicks,61,Male,North,2024-02-15
CUST1210,Deanna Torres,22,Male,West,2025-06-27
CUST1211,Donald Johnson,27,Female,West,2023-12-31
CUST1212,Arthur Benton,61,Male,East,2022-11-16
CUST1213,Jessica Olsen,33,Male,North,2023-07-03
CUST1214,Kim Harmon,20,Female,South,2024-09-07
CUST1215,Allison Hudson,49,Female,East,2022-12-15
CUST1216,Lindsay Garrison,26,Female,East,2024-10-09
CUST1217,Valerie Miller,33,Female,South,2025-01-28
CUST1218,John Cummings,33,Female,West,2025-06-22
CUST1219,Mr. William Hardin,28,Male,East,2022-11-10
CUST1220,Kevin Miller,18,Male,South,2025-05-22
CUST1221,Casey Garcia,40,Male,East,2023-02-12
CUST1222,Ryan Mitchell,27,Male,South,2023-07-10
CUST1223,Jennifer Mitchell,36,Female,East,2023-11-18
CUST1224,James Stone,39,Female,East,2024-04-13
CUST1225,Juan Sanchez DDS,32,Female,West,2022-12-23
CUST1226,Brittany Williams,57,Female,West,2024-03-29
CUST1227,Mrs. Elizabeth Vincent,28,Male,North,2023-11-05
CUST1228,Ashley Williamson,61,Female,South,2022-10-17
CUST1229,Amanda Buckley,60,Female,West,2023-10-23
CUST1230,Brittany Ward,23,Male,West,2023-10-26
CUST1231,Joshua Hall,21,Female,South,2024-01-01
CUST1232,John Sanders,61,Male,North,2022-08-17
CUST1233,Casey Juarez II,60,Male,North,2024-04-24
CUST1234,Jackson Maldonado,20,Female,North,2022-10-24
CUST1235,Ryan Rivers,29,Male,East,2023-08-18
CUST1236,William Gutierrez,34,Male,East,2023-01-23
CUST1237,Jeremy Gonzalez,50,Male,West,2025-06-11
CUST1238,Jasmine Jenkins,24,Female,South,2025-04-14
CUST1239,Crystal Henderson,24,Male,East,2024-03-07
CUST1240,Brittney Smith,26,Female,East,2024-08-11
CUST1241,Jonathan Moore,42,Female,East,2024-12-11
CUST1242,Amanda Johnson,26,Female,South,2023-05-14
CUST1243,Lisa Bell,25,Female,West,2022-11-15
CUST1244,Charles Everett,34,Male,North,2024-01-06
CUST1245,Daniel Burton,41,Female,North,2023-07-15
CUST1246,Seth Roberts,61,Male,North,2023-03-20
CUST1247,Heather Carpenter,25,Female,West,2023-03-06
CUST1248,Vanessa Carter,62,Male,South,2023-10-03
CUST1249,Vicki Hawkins,60,Male,North,2025-07-01
CUST1250,Zachary Meadows,47,Male,South,2024-06-04
CUST1251,Yolanda Mitchell,60,Female,West,2023-09-01
CUST1252,Emily Davis,24,Female,West,2023-09-12
CUST1253,Tyler Thompson,33,Male,North,2023-04-27
CUST1254,Dr. Samantha Powers,40,Male,West,2025-02-21
CUST1255,Justin Meza,43,Female,East,2022-11-28
CUST1256,Steven Tyler,60,Male,East,2024-09-15
CUST1257,Jeffery Wallace,59,Female,North,2024-04-24
CUST1258,Ann Boyd,59,Female,West,2023-08-25
CUST1259,Rhonda Francis,20,Female,East,2024-01-16
CUST1260,Joe Brooks,20,Male,West,2025-03-13
CUST1261,Nathan Anderson,27,Male,North,2024-12-29
CUST1262,Joseph Roberts,30,Male,North,2023-03-19
CUST1263,Richard Jackson,64,Male,South,2023-10-05
CUST1264,Jacob Armstrong,39,Male,South,2023-07-26
CUST1265,Donna Sloan,21,Male,South,2022-08-29
CUST1266,Robert Werner,62,Female,South,2025-02-28
CUST1267,Danielle Stafford,37,Female,South,2024-08-03
CUST1268,Ashley Harris,37,Female,South,2024-10-14
CUST1269,Angela Koch,27,Male,South,2022-08-31
CUST1270,Ryan Johnson,24,Male,South,2025-04-23
CUST1271,Sean Huerta,28,Male,South,2023-06-27
CUST1272,Kevin Brewer,37,Male,East,2023-07-16
CUST1273,Sarah Scott,23,Female,North,2023-05-26
CUST1274,Brenda Hunter,37,Male,North,2024-05-16
CUST1275,Courtney Johnson,38,Female,South,2024-04-21
CUST1276,Meghan Tanner,30,Male,North,2024-08-02
CUST1277,Paul Jenkins,55,Female,South,2023-07-06
CUST1278,Helen Johnston,33,Male,North,2023-12-21
CUST1279,James Thomas,58,Male,East,2023-01-13
CUST1280,Jeffrey Acosta,40,Female,North,2025-03-16
CUST1281,Danielle Baker,19,Female,South,2023-03-23
CUST1282,Christopher Fox,42,Female,South,2022-11-16
CUST1283,Alicia Wilson,42,Female,North,2022-08-23
CUST1284,Victoria Cox,61,Male,North,2024-06-01
CUST1285,Michael James,33,Male,West,2022-11-17
CUST1286,William Smith,64,Male,West,2023-06-28
CUST1287,William Gardner,30,Male,North,2023-04-13
CUST1288,Lisa Green,56,Male,West,2022-11-09
CUST1289,Ronald Padilla,54,Female,South,2023-08-01
CUST1290,Cynthia Jones,49,Male,West,2025-01-07
CUST1291,Dan Day,33,Female,West,2025-06-13
CUST1292,Emily Long,20,Male,North,2024-06-28
CUST1293,Linda Nichols,44,Male,West,2022-07-28
CUST1294,John Nelson,25,Female,West,2023-12-25
CUST1295,John Lewis,56,Female,North,2024-04-22
CUST1296,Mark Butler,30,Female,West,2023-03-18
CUST1297,Kelly Gonzalez,64,Male,West,2024-06-06
CUST1298,Brandon Turner,51,Male,East,2024-01-24
CUST1299,Gregory Glover,27,Female,West,2025-06-18
CUST1300,Christopher Stephenson,25,Male,East,2023-08-05
CUST1301,Olivia Franklin,39,Female,South,2024-11-06
CUST1302,Colin Brown,55,Female,South,2025-03-14
CUST1303,Paul Davis,37,Female,West,2023-05-25
CUST1304,Carmen Sanders,25,Female,West,2025-02-27
CUST1305,James Cobb,24,Male,North,2022-11-16
CUST1306,Nicole Burton,39,Female,West,2024-06-10
CUST1307,Ashley Hurley,53,Male,South,2025-01-18
CUST1308,Lindsay Johnson,19,Male,South,2024-06-01
CUST1309,Russell Roberts,54,Male,West,2023-11-11
CUST1310,Brenda Powell,34,Female,East,2024-07-25
CUST1311,Annette Ray,32,Male,East,2024-03-08
CUST1312,Samantha Mcdaniel,46,Male,West,2022-11-24
CUST1313,Michael Bean,45,Male,West,2023-09-13
CUST1314,Cindy Brown,42,Male,East,2023-05-25
CUST1315,Heather Humphrey,18,Male,West,2023-08-10
CUST1316,Jason Clark,23,Male,North,2025-05-09
CUST1317,Paul Donaldson,35,Female,East,2023-07-01
CUST1318,Michelle Weaver,53,Male,West,2022-09-26
CUST1319,Ebony Gardner,49,Female,North,2025-04-28
CUST1320,Pamela David,35,Male,East,2024-05-17
CUST1321,Brandi Choi,46,Male,East,2025-05-10
CUST1322,Jade Crane,19,Female,North,2024-04-22
CUST1323,Julia Morgan,21,Male,North,2025-02-12
CUST1324,Danny Myers,36,Female,East,2024-10-25
CUST1325,James Hernandez,56,Male,East,2022-07-17
CUST1326,Timothy Murray,49,Male,South,2024-10-19
CUST1327,Alexis Jensen,43,Female,East,2023-10-19
CUST1328,Alexis Williams,57,Female,South,2024-02-08
CUST1329,James Anderson,19,Male,East,2023-06-21
CUST1330,Rachael Hurst,61,Female,East,2024-05-04
CUST1331,Michele Rosales DVM,50,Female,South,2023-05-02
CUST1332,Amanda Abbott,61,Female,East,2024-08-14
CUST1333,Savannah Colon,37,Male,West,2023-10-19
CUST1334,Matthew Howard,55,Male,North,2022-12-14
CUST1335,Jasmine Lee,40,Male,East,2024-08-29
CUST1336,Derrick Espinoza,56,Female,East,2024-12-16
CUST1337,Robert Doyle,24,Female,South,2023-05-27
CUST1338,Kim Lee,48,Female,South,2023-08-14
CUST1339,James Lozano,60,Male,West,2025-01-07
CUST1340,Terry Brown,26,Male,West,2025-01-06
CUST1341,Wendy Watson,64,Female,East,2023-11-18
CUST1342,Anthony Romero,56,Female,South,2024-05-13
CUST1343,Allison Barker,56,Male,South,2024-03-12
CUST1344,Sharon Smith,19,Male,East,2022-12-05
CUST1345,Danielle Klein,61,Female,West,2024-10-20
CUST1346,Danielle Miller,39,Male,East,2025-06-19
CUST1347,Troy Haynes,18,Male,East,2023-07-07
CUST1348,John Wilson,39,Male,East,2025-03-09
CUST1349,Michael Ayers,53,Male,West,2024-03-03
CUST1350,John Jacobs,21,Male,East,2023-07-09
CUST1351,Mike Garcia,45,Male,West,2024-03-15
CUST1352,Martha Edwards,45,Female,West,2022-11-14
CUST1353,Christopher King,39,Female,East,2025-03-15
CUST1354,Ashley Stuart,63,Male,North,2023-08-09
CUST1355,Jennifer Mccoy,25,Female,South,2023-10-28
CUST1356,Thomas Bowers,29,Female,East,2025-06-10
CUST1357,Nicole Jenkins,38,Male,East,2024-06-06
CUST1358,Matthew Murillo,42,Male,South,2024-08-23
CUST1359,Jessica Salinas,46,Male,East,2024-09-05
CUST1360,Kathy Boyd,56,Male,North,2025-05-01
CUST1361,Peter Henry,33,Male,West,2022-07-09
CUST1362,Beth Shields,60,Female,West,2023-01-04
CUST1363,Sarah Daniels,33,Female,East,2024-12-16
CUST1364,Luke Wood,58,Male,South,2023-08-03
CUST1365,Sharon Reed,58,Female,North,2025-02-03
CUST1366,Carol Butler,37,Female,East,2023-05-06
CUST1367,John Gardner,48,Male,West,2024-05-30
CUST1368,Christopher Campbell,26,Male,West,2023-12-24
CUST1369,Benjamin Chambers,20,Female,West,2022-12-27
CUST1370,Kristi Russell,42,Male,North,2025-01-26
CUST1371,Grace Vance MD,24,Female,North,2024-08-22
CUST1372,James Rangel,32,Male,South,2024-12-13
CUST1373,Denise Williams,19,Male,East,2024-05-20
CUST1374,Justin Robbins,38,Female,North,2023-08-16
CUST1375,Jane Hall,35,Female,West,2024-09-18
CUST1376,Taylor Hoffman,53,Female,West,2025-04-17
CUST1377,Jennifer Romero,37,Male,West,2022-09-20
CUST1378,Heather Young,38,Male,South,2025-06-05
CUST1379,Patricia Jensen,41,Female,West,2025-03-14
CUST1380,Tyler Nguyen,38,Female,South,2023-10-05
CUST1381,Rebecca Marquez,35,Female,North,2023-09-24
CUST1382,Mikayla Olsen,60,Female,North,2023-02-21
CUST1383,Roy Reynolds,56,Male,East,2024-01-26
CUST1384,Teresa Alexander,43,Male,East,2023-11-03
CUST1385,Nicholas Petty,63,Female,North,2024-06-30
CUST1386,Jesse Baker,38,Female,East,2023-10-23
CUST1387,Thomas Rosario,57,Male,West,2024-12-10
CUST1388,Tara Guzman,27,Male,East,2023-11-18
CUST1389,Christopher Bennett,59,Female,East,2023-01-04
CUST1390,Brooke Pittman,31,Female,West,2024-01-02
CUST1391,Deborah Wiley,40,Male,West,2024-07-14
CUST1392,Eric Miranda,57,Female,North,2025-02-18
CUST1393,Darrell Burch,45,Female,North,2024-10-05
CUST1394,Laura Black,27,Male,South,2023-04-22
CUST1395,Ruth Gonzalez,60,Male,West,2024-05-04
CUST1396,Austin Hale,49,Male,South,2025-05-28
CUST1397,Damon Gomez,43,Male,West,2023-09-20
CUST1398,Brandi Johnson,33,Male,East,2023-07-25
CUST1399,Lawrence Wright,61,Male,South,2023-04-23
CUST1400,Linda Manning,56,Male,South,2024-12-14
CUST1401,Katie Ho,33,Female,East,2025-05-04
CUST1402,Bethany Rojas,52,Female,East,2024-04-22
CUST1403,James Lee,23,Male,North,2024-10-26
CUST1404,Anita Cruz,36,Male,West,2023-05-10
CUST1405,Zachary Bennett,28,Female,North,2023-12-30
CUST1406,Whitney Jones,20,Male,East,2025-04-19
CUST1407,Jeffery Taylor,51,Male,East,2023-05-03
CUST1408,Peter Howard,49,Male,West,2024-01-18
CUST1409,Tracy Collier,52,Female,West,2024-11-27
CUST1410,Emily Reeves,44,Female,East,2024-12-06
CUST1411,Debra Mcdaniel,48,Male,North,2023-04-03
CUST1412,Scott Powell,21,Female,North,2023-06-29
CUST1413,Zachary Walker,50,Male,South,2024-08-20
CUST1414,Robert Walker,23,Male,West,2024-01-21
CUST1415,Darlene Thompson,64,Female,West,2023-08-01
CUST1416,Ricky Reed,34,Female,South,2023-01-16
CUST1417,Chris Barton,54,Male,West,2022-12-06
CUST1418,April Nunez,32,Male,South,2024-04-14
CUST1419,Joseph Reyes,42,Female,South,2023-04-23
CUST1420,Kenneth Bartlett,51,Female,North,2024-06-27
CUST1421,Cheryl Hughes,25,Female,East,2024-03-05
CUST1422,Rachel Ward,40,Female,West,2023-07-02
CUST1423,Eric Gray,27,Female,South,2024-07-10
CUST1424,Catherine Barr,45,Female,South,2023-06-28
CUST1425,Renee Fitzpatrick,63,Female,West,2022-08-09
CUST1426,Jackie Gonzalez,62,Female,North,2024-04-17
CUST1427,Andrea Dixon,37,Male,East,2022-12-19
CUST1428,Nathan Edwards,36,Male,North,2023-10-06
CUST1429,Christopher Willis MD,49,Male,East,2025-05-16
CUST1430,Edwin Hill,35,Male,East,2023-05-05
CUST1431,Jennifer Poole,60,Female,South,2022-07-18
CUST1432,Whitney Scott,53,Female,South,2022-11-09
CUST1433,Gabrielle Harris,54,Female,North,2023-04-17
CUST1434,Regina Hartman,45,Male,South,2022-11-25
CUST1435,Jeremy Andrews,45,Female,North,2023-06-10
CUST1436,Marissa Allison,49,Female,North,2022-08-27
CUST1437,Jason Michael,32,Female,West,2023-08-21
CUST1438,Jeremy Young,62,Male,West,2024-03-01
CUST1439,Michael Gonzales,55,Male,North,2023-05-03
CUST1440,Ashley Johnson,23,Female,North,2022-11-24
CUST1441,Mark Owens,42,Male,North,2023-06-21
CUST1442,Amy Wright,35,Male,North,2024-03-07
CUST1443,Timothy Watkins,30,Female,East,2024-03-31
CUST1444,Cassandra Neal,62,Female,West,2024-03-15
CUST1445,Cheyenne Frye,38,Male,North,2023-10-19
CUST1446,Taylor Bernard,28,Female,North,2024-04-08
CUST1447,Steven Jones,34,Male,West,2024-05-15
CUST1448,Yesenia Serrano,53,Male,South,2023-09-27
CUST1449,Corey Anderson,54,Male,North,2022-08-26
CUST1450,Jonathan Frost,50,Female,East,2023-12-06
CUST1451,Jason Bailey,60,Male,West,2024-04-11
CUST1452,Mary Freeman,45,Female,East,2024-09-28
CUST1453,Jenna Gomez,21,Male,West,2025-04-01
CUST1454,Daniel Conley,36,Female,South,2022-12-16
CUST1455,Reginald Anderson,58,Male,East,2023-04-04
CUST1456,Raymond Pearson,44,Female,East,2023-05-24
CUST1457,Richard Johnson,30,Male,East,2022-12-20
CUST1458,Edgar Fowler,19,Male,West,2022-10-20
CUST1459,Robert Taylor,32,Male,West,2022-07-25
CUST1460,Charlotte Wang,52,Female,East,2025-04-13
CUST1461,Brittany Edwards,64,Male,East,2022-07-25
CUST1462,Keith White,39,Male,North,2023-12-21
CUST1463,Roy Snyder,53,Male,East,2024-04-23
CUST1464,Amanda Anderson,24,Female,West,2022-08-23
CUST1465,Christine Wright,22,Female,North,2024-05-12
CUST1466,Jesse Rich,48,Male,East,2023-04-06
CUST1467,Michelle Lopez,61,Female,South,2024-07-12
CUST1468,Jennifer Dominguez,27,Male,South,2024-03-16
CUST1469,Stephanie Robbins,55,Female,West,2022-10-30
CUST1470,Michael Myers,51,Female,North,2023-12-14
CUST1471,Juan Simpson,32,Male,East,2024-07-26
CUST1472,Jason Reeves,59,Male,East,2022-12-24
CUST1473,Jose Martin,24,Male,South,2023-10-22
CUST1474,Melissa Lucero,22,Female,North,2024-01-08
CUST1475,Jessica Pearson,20,Male,North,2023-05-08
CUST1476,Virginia Castaneda,32,Female,North,2023-08-02
CUST1477,Amy Chapman,61,Female,West,2025-02-19
CUST1478,Melissa Kirby,27,Male,North,2023-06-13
CUST1479,Timothy White,59,Female,North,2023-04-17
CUST1480,Thomas Mcgrath,26,Female,South,2022-09-05
CUST1481,Brian Henderson,21,Male,East,2024-04-22
CUST1482,Martin Holden,23,Female,South,2024-06-04
CUST1483,Keith Carr,53,Female,South,2025-06-01
CUST1484,David Lopez,53,Female,South,2024-03-05
CUST1485,Eric Singh,20,Male,North,2024-06-24
CUST1486,Caitlyn Barrett,19,Female,East,2023-04-10
CUST1487,Kenneth Johnson,61,Female,South,2025-06-21
CUST1488,Lindsay Flynn,28,Male,South,2024-08-31
